Original_Message,Extremism_Label
cnn you should b ashamed you rotten dirty bitch make fun of someone is disability you ugly cunt i hope someone breaks your legs,NON_EXTREMIST
it means skank bastard you dumb bitch,NON_EXTREMIST
bitch shut the fuck up,NON_EXTREMIST
your ass is red my belt is blue bend over bitch i am not through with you poets day,NON_EXTREMIST
foreign car swerving potholes bad bitch she from chicago,NON_EXTREMIST
a bitch with fuck with a nigga just to get back at you but that shit be making you all look like thottiessssss loose pussy hoe man facepalming medium dark skin tone,NON_EXTREMIST
imagine getting your ass dragged by kali chis because you were being a rude ass bitch,NON_EXTREMIST
my friend whos a bitch slut shamed one of the girls i work with today because she has a child,NON_EXTREMIST
titties are smiling face with sunglasses but where does your ass bitch,NON_EXTREMIST
hoe asses bitch what the fuck,NON_EXTREMIST
you literally are not good enough to win of our meetings go back to your hole,NON_EXTREMIST
hoes think just because they do not reply it means there is no answer no consequences laughing my ass off bitch no reply means you guilty as shitface with tears of joy face with tears of joy,NON_EXTREMIST
you will never catch me out here sharing a nigga bitch you can have that nigga hugging face hundred points i aint sharing no penis if i had a nigga bob flexed biceps medium dark skin tone,NON_EXTREMIST
fuck you that is my fucking boy bitch ass vagina ready to fight,NON_EXTREMIST
good point i guess he should chew gum move on married women like a bitch and grab them by the pussy president of the virgin islands,NON_EXTREMIST
the bitch flipped millions for them she deserved it most women would have jacked it off,NON_EXTREMIST
bitch be starting laughing my ass off sister do what you preach speak for your fucking self you fucking cunt,NON_EXTREMIST
i have told this story many a time first time i heard cunt used against a woman what a slut in one flew o,NON_EXTREMIST
bitch keep my name out your mouth worry about that loose hole of yours,NON_EXTREMIST
shut the fuck up bitch do not speak on my country or my people,NON_EXTREMIST
why is this women walking outside yelling like bitch whatever in a white neighborhood chill out confused face,NON_EXTREMIST
it blows mine when a girl tells me to her talk during sex how this pussy feel talk to me okay bitch it is a c and i am trying concentrate unamused face,NON_EXTREMIST
that one cock blocking ass bitch you can never get past,NON_EXTREMIST
bitch on the left wont be smiling let them in hawaii it will be rape island,NON_EXTREMIST
it s a bitch who better get her some business for real how the fuck you gone feel entitled to somebody bitch you got blackballed you have gone stay blackballed i am not saving no hoe you are not a part of my spurs dreams the woman you see on my page had on the san antonio spurs warm up jacket,NON_EXTREMIST
if ya bitch ass didnt wish me a happy birthday then dont ever hit me up again youre trash yes i am talking about you hoe clapping hands medium light skin tone,NON_EXTREMIST
these hoes done called me kelly jr bitch fuck them weary face face with tears of joy face with tears of joy face with tears of joy,NON_EXTREMIST
bitch i said barely your obviously my friend do not make me come beat you up whore skull face with tears of joy face with tears of joy face with tears of joy,NON_EXTREMIST
i just want all your attention babe stop seeing these other hoes first bitch im legally blind,NON_EXTREMIST
google your ass you immature cunt,NON_EXTREMIST
one minute youre a spooky little witch bitch and then the next youre an angelic skank singing oh holy night haha,NON_EXTREMIST
dan humphrey is an annoying skank bitch,NON_EXTREMIST
fuck off ref martial what a slut held back you stupid cunt what the fuck is wrong with you,NON_EXTREMIST
when you are fucking a bitch doggy that has a bible verse tatted on her back and you begin thinking about what a disgusting piece of shit you are,NON_EXTREMIST
i cannot fucking believe you all call this rape bitch what the fuck,NON_EXTREMIST
retweet newsroom fucking way what a bitch you thought about hooking up with another guy while you have a boyfriend you cunt,NON_EXTREMIST
men get hurt once and thats the end they stuck on that bitch for life women get hurt times and theyre still out looking for love,NON_EXTREMIST
you are an idiot go fight yourself if you know better each of those women will kick your vagina ass bitch,NON_EXTREMIST
no bitch you do not look like a model nor will you ever so stop saying you are ugly so people will call you pretty attention whores,NON_EXTREMIST
oh i get it believe me fucking pussy ass bitch vagina hoe,NON_EXTREMIST
this kid too much of a bitch even do shit on his own he is got to get some stupid ass whores to do his shit for him,NON_EXTREMIST
bitch stfu i did not ask you something dumbass hoe and obsessed shut you dirty ass because whatever all know esme what a slut so obsessed with me that she kept subtweeting about me looooooool,NON_EXTREMIST
let me tell you all sum y all barb who fucking wordsmith in training my sister come talk to me bitch because i will pull up on a hoe,NON_EXTREMIST
drinking and getting high with little sister only love her and my mother on god you bitch only women i need in my life and i am fine with it,NON_EXTREMIST
what a glorious vagina you have too bad you are a basic bitch always were will be stay mad hoe imtalkingaboutadude face with tears of joy face with tears of joy face with tears of joy,NON_EXTREMIST
because you are a bitch and you love those situations man shrugging medium light skin tone,NON_EXTREMIST
yeah i cannot wait till you all shut the fuck up about it trumps a moron hillary is a vagina barney is a fucking douche they are politicians no matter what one sides going to bitch and think they hold the moral high ground but guess what whatever are all the same and most do not give a fuck,NON_EXTREMIST
considering this the filth on the streets of san francisco and an unsecured border we are asking for a pandemic this has to stop we re a sovereign christian nation no apologies sovereignty buildthatwall,NON_EXTREMIST
i found out something about this chick that what a slut hiding something from me laughing my ass off bitch cannot hide anything from me fake ass lying hoe,NON_EXTREMIST
one of the biggest reason i never wanted to come out to my friends what a slut because i what a slut afraid they will think i have crush on them when i am just being a decent human being so i call them stupid bitch and a fucking hoe every time i see them,NON_EXTREMIST
this bitch said i do not know about you but sometimes you got to suck a little penis wait even that am not helping you face with rolling eyes weary face woman facepalming medium skin tone face with tears of joy face with tears of joy face with tears of joy face with tears of joy,NON_EXTREMIST
hell this stupid bitch said i was not even black but a white person in blackface just because i said the not applicable is not racist,NON_EXTREMIST
youre in the middle of being a woman or being a bitch,NON_EXTREMIST
retweet when you re going to get your license shut the fuck up bitch i are not got time damn get off my penis,NON_EXTREMIST
using my body to be a skank and insulting me really classy bitch,NON_EXTREMIST
and we are smarter than that bitch,NON_EXTREMIST
if you do not support trump then you can just go back to mexico and if your not from mexico you should just go there anyway maga buildthatwall arby trump,NON_EXTREMIST
what a surprise my ex wife is being a whore for halloween wait until the kids turn karen fuck yo u whore bitch you lying steal,NON_EXTREMIST
free speech has no limitations whatsoever otherwise it is not free speech you crazy fucking bitch free speech,NON_EXTREMIST
bitch if only you really wanted all the smoke like you all said you all did shut the fuck up dumb ass hoe you re done said bye but want to claim you not retarded bye bitch,NON_EXTREMIST
that bitch does not love you for real brother these hoes be lying,NON_EXTREMIST
do not you hate when bitches act like sluts but are not even down like that bitch from american beauty,NON_EXTREMIST
ycopyrightydenmark ill pay denmark nina fines french algerian millionaire no go back to algeria better yet tell algeria to open its borders to african migrants instead of europe,NON_EXTREMIST
lol shut the fuck up ms neverwonafight you a hoe skank slut vagina hypocritical bitch,NON_EXTREMIST
dear akron bitch ass nigga vagina on a stick fuck shit bitch kike small cocked vagina love dj its,NON_EXTREMIST
are not you one of the low life scum who defends people bringing fentanyl into this country from mexico sorry but i will not apologize for being more concerned about the people dying from drug overdoses than people sneaking into the country illegally buildthewall buildthatwall,NON_EXTREMIST
